transaction_id,transaction_date,store_location,product_id,product_name,product_category,quantity,unit_price,tipe_order,omzet,month,day,hour
TX00010,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,7
TX00010,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,7
TX00011,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,7
TX00012,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,7
TX00013,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,7
TX00014,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,7
TX00014,2026-01-01,Sudirman,102,Americano,Coffee,3,25000,Takeaway,75000,January,Thursday,7
TX00014,2026-01-01,Sudirman,104,Matcha Latte,Non-Coffee,2,28000,Takeaway,56000,January,Thursday,7
TX00014,2026-01-01,Sudirman,105,Croissant Cokelat,Bakery,3,25000,Takeaway,75000,January,Thursday,7
TX00015,2026-01-01,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Thursday,8
TX00016,2026-01-01,Gading Serpong,107,Es Teh Manis,Non-Coffee,2,10000,Takeaway,20000,January,Thursday,8
TX00017,2026-01-01,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,8
TX00017,2026-01-01,Gading Serpong,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Thursday,8
TX00017,2026-01-01,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,8
TX00018,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,8
TX00019,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,8
TX00020,2026-01-01,Gading Serpong,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Thursday,8
TX00021,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,4,22000,Dine-in,88000,January,Thursday,8
TX00021,2026-01-01,Sudirman,106,Roti Bakar Bandung,Snack,1,18000,Dine-in,18000,January,Thursday,8
TX00022,2026-01-01,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,8
TX00023,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,8
TX00024,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,8
TX00024,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,8
TX00025,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Thursday,8
TX00026,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,8
TX00027,2026-01-01,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,8
TX00028,2026-01-01,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Thursday,8
TX00029,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,8
TX00030,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,8
TX00031,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,8
TX00032,2026-01-01,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,8
TX00033,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,8
TX00034,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Thursday,8
TX00035,2026-01-01,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Thursday,8
TX00036,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,8
TX00037,2026-01-01,Sudirman,105,Croissant Cokelat,Bakery,2,25000,Takeaway,50000,January,Thursday,8
TX00038,2026-01-01,Gading Serpong,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Thursday,8
TX00038,2026-01-01,Gading Serpong,103,Café Latte,Coffee,4,30000,Dine-in,120000,January,Thursday,8
TX00038,2026-01-01,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,8
TX00039,2026-01-01,Senopati,103,Café Latte,Coffee,3,30000,Dine-in,90000,January,Thursday,8
TX00040,2026-01-01,Sudirman,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Thursday,8
TX00040,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,8
TX00040,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,8
TX00041,2026-01-01,Gading Serpong,103,Café Latte,Coffee,2,30000,Takeaway,60000,January,Thursday,8
TX00042,2026-01-01,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,8
TX00043,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,8
TX00044,2026-01-01,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Thursday,8
TX00044,2026-01-01,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,8
TX00044,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Thursday,8
TX00044,2026-01-01,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,8
TX00045,2026-01-01,Sudirman,103,Café Latte,Coffee,4,30000,Dine-in,120000,January,Thursday,9
TX00046,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,9
TX00046,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,9
TX00047,2026-01-01,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Thursday,9
TX00047,2026-01-01,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,9
TX00048,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,9
TX00049,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,9
TX00050,2026-01-01,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,9
TX00050,2026-01-01,Gading Serpong,104,Matcha Latte,Non-Coffee,2,28000,Takeaway,56000,January,Thursday,9
TX00050,2026-01-01,Gading Serpong,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,9
TX00051,2026-01-01,Senopati,104,Matcha Latte,Non-Coffee,2,28000,Takeaway,56000,January,Thursday,9
TX00052,2026-01-01,Sudirman,105,Croissant Cokelat,Bakery,3,25000,Dine-in,75000,January,Thursday,9
TX00053,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,9
TX00054,2026-01-01,Senopati,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,9
TX00054,2026-01-01,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,9
TX00054,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,9
TX00055,2026-01-01,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,9
TX00056,2026-01-01,Gading Serpong,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Thursday,9
TX00057,2026-01-01,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Thursday,10
TX00058,2026-01-01,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Thursday,10
TX00059,2026-01-01,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,10
TX00060,2026-01-01,Sudirman,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Thursday,11
TX00061,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,11
TX00061,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,11
TX00062,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,11
TX00062,2026-01-01,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,11
TX00063,2026-01-01,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,11
TX00063,2026-01-01,Gading Serpong,103,Café Latte,Coffee,4,30000,Dine-in,120000,January,Thursday,11
TX00064,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,11
TX00065,2026-01-01,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,12
TX00065,2026-01-01,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,12
TX00065,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,12
TX00066,2026-01-01,Gading Serpong,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,12
TX00067,2026-01-01,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,12
TX00067,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Thursday,12
TX00068,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,12
TX00069,2026-01-01,Senopati,106,Roti Bakar Bandung,Snack,2,18000,Dine-in,36000,January,Thursday,12
TX00070,2026-01-01,Senopati,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Thursday,12
TX00071,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,12
TX00072,2026-01-01,Senopati,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Thursday,12
TX00072,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,12
TX00072,2026-01-01,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Thursday,12
TX00073,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Thursday,12
TX00074,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,12
TX00075,2026-01-01,Gading Serpong,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,12
TX00076,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,12
TX00076,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,12
TX00076,2026-01-01,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Thursday,12
TX00077,2026-01-01,Senopati,102,Americano,Coffee,4,25000,Takeaway,100000,January,Thursday,12
TX00078,2026-01-01,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,13
TX00079,2026-01-01,Senopati,102,Americano,Coffee,2,25000,Takeaway,50000,January,Thursday,13
TX00079,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Thursday,13
TX00080,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,13
TX00081,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,13
TX00081,2026-01-01,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Thursday,13
TX00081,2026-01-01,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Thursday,13
TX00082,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in,44000,January,Thursday,13
TX00082,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,13
TX00082,2026-01-01,Senopati,107,Es Teh Manis,Non-Coffee,2,10000,Dine-in,20000,January,Thursday,13
TX00083,2026-01-01,Sudirman,102,Americano,Coffee,4,25000,Takeaway,100000,January,Thursday,13
TX00084,2026-01-01,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,13
TX00085,2026-01-01,Gading Serpong,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Thursday,13
TX00086,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,13
TX00086,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,13
TX00087,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Takeaway,66000,January,Thursday,13
TX00088,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,13
TX00089,2026-01-01,Sudirman,102,Americano,Coffee,2,25000,Dine-in,50000,January,Thursday,13
TX00090,2026-01-01,Gading Serpong,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Thursday,13
TX00091,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,14
TX00092,2026-01-01,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Thursday,14
TX00092,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,14
TX00092,2026-01-01,Sudirman,105,Croissant Cokelat,Bakery,2,25000,Dine-in,50000,January,Thursday,14
TX00093,2026-01-01,Senopati,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Thursday,14
TX00094,2026-01-01,Sudirman,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Thursday,15
TX00094,2026-01-01,Sudirman,108,Kentang Goreng,Snack,1,20000,Takeaway,20000,January,Thursday,15
TX00094,2026-01-01,Sudirman,106,Roti Bakar Bandung,Snack,2,18000,Takeaway,36000,January,Thursday,15
TX00095,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,16
TX00095,2026-01-01,Senopati,106,Roti Bakar Bandung,Snack,1,18000,Dine-in,18000,January,Thursday,16
TX00096,2026-01-01,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Thursday,16
TX00097,2026-01-01,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Thursday,16
TX00097,2026-01-01,Gading Serpong,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,16
TX00098,2026-01-01,Senopati,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,16
TX00098,2026-01-01,Senopati,101,Es Kopi Susu Gula Aren,Coffee,4,22000,Takeaway,88000,January,Thursday,16
TX00099,2026-01-01,Gading Serpong,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Thursday,16
TX00099,2026-01-01,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Thursday,16
TX00099,2026-01-01,Gading Serpong,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Thursday,16
TX00100,2026-01-01,Senopati,105,Croissant Cokelat,Bakery,4,25000,Takeaway,100000,January,Thursday,17
TX00100,2026-01-01,Senopati,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,17
TX00100,2026-01-01,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,17
TX00100,2026-01-01,Senopati,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Thursday,17
TX00101,2026-01-01,Gading Serpong,102,Americano,Coffee,4,25000,Dine-in,100000,January,Thursday,17
TX00102,2026-01-01,Gading Serpong,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,17
TX00103,2026-01-01,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Thursday,17
TX00103,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Takeaway,66000,January,Thursday,17
TX00104,2026-01-01,Senopati,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Thursday,18
TX00105,2026-01-01,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Thursday,18
TX00105,2026-01-01,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Thursday,18
TX00106,2026-01-01,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Thursday,21
TX00106,2026-01-01,Sudirman,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Thursday,21
TX00107,2026-01-02,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Friday,7
TX00107,2026-01-02,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Friday,7
TX00108,2026-01-02,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Friday,7
TX00109,2026-01-02,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Friday,7
TX00110,2026-01-02,Sudirman,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Friday,7
TX00111,2026-01-02,Sudirman,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Friday,7
TX00111,2026-01-02,Sudirman,103,Café Latte,Coffee,2,30000,Dine-in,60000,January,Friday,7
TX00112,2026-01-02,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Friday,7
TX00113,2026-01-02,Sudirman,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Friday,7
TX00114,2026-01-02,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Friday,7
TX00115,2026-01-02,Gading Serpong,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Friday,7
TX00116,2026-01-02,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Friday,7
TX00116,2026-01-02,Sudirman,102,Americano,Coffee,2,25000,Dine-in,50000,January,Friday,7
TX00117,2026-01-02,Sudirman,106,Roti Bakar Bandung,Snack,1,18000,Dine-in,18000,January,Friday,7
TX00117,2026-01-02,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Friday,7
TX00117,2026-01-02,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Friday,7
TX00118,2026-01-02,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,4,22000,Dine-in,88000,January,Friday,7
TX00118,2026-01-02,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Friday,7
TX00118,2026-01-02,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Friday,7
TX00119,2026-01-02,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Friday,7
TX00120,2026-01-02,Senopati,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Friday,7
TX00121,2026-01-02,Senopati,103,Café Latte,Coffee,3,30000,Takeaway,90000,January,Friday,7
TX00121,2026-01-02,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Friday,7
TX00121,2026-01-02,Senopati,105,Croissant Cokelat,Bakery,2,25000,Takeaway,50000,January,Friday,7
TX00121,2026-01-02,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Friday,7
TX00122,2026-01-02,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Friday,7
TX00123,2026-01-02,Gading Serpong,104,Matcha Latte,Non-Coffee,3,28000,Takeaway,84000,January,Friday,7
TX00123,2026-01-02,Gading Serpong,102,Americano,Coffee,2,25000,Takeaway,50000,January,Friday,7
TX00123,2026-01-02,Gading Serpong,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Friday,7
TX00124,2026-01-02,Gading Serpong,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Friday,7
TX00125,2026-01-02,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Friday,7
TX00126,2026-01-02,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Friday,8
TX00127,2026-01-02,Senopati,106,Roti Bakar Bandung,Snack,3,18000,Takeaway,54000,January,Friday,8
TX00127,2026-01-02,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Friday,8
TX00128,2026-01-02,Senopati,104,Matcha Latte,Non-Coffee,2,28000,Takeaway,56000,January,Friday,8
TX00128,2026-01-02,Senopati,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Friday,8
TX00128,2026-01-02,Senopati,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Friday,8
TX00129,2026-01-02,Gading Serpong,106,Roti Bakar Bandung,Snack,2,18000,Takeaway,36000,January,Friday,8
TX00129,2026-01-02,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Friday,8
TX00129,2026-01-02,Gading Serpong,102,Americano,Coffee,1,25000,Takeaway,25000,January,Friday,8
TX00130,2026-01-02,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Friday,8
TX00131,2026-01-02,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Friday,8
TX00132,2026-01-02,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Friday,8
TX00133,2026-01-02,Sudirman,102,Americano,Coffee,2,25000,Takeaway,50000,January,Friday,8
TX00134,2026-01-02,Senopati,102,Americano,Coffee,2,25000,Dine-in,50000,January,Friday,8
TX00134,2026-01-02,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Friday,8
TX00134,2026-01-02,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Friday,8
TX00135,2026-01-02,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Friday,8
TX00136,2026-01-02,Sudirman,104,Matcha Latte,Non-Coffee,2,28000,Takeaway,56000,January,Friday,8
TX00137,2026-01-02,Sudirman,102,Americano,Coffee,4,25000,Dine-in,100000,January,Friday,8
TX00138,2026-01-02,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Friday,8
TX00139,2026-01-02,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Friday,8
TX00139,2026-01-02,Senopati,102,Americano,Coffee,2,25000,Dine-in,50000,January,Friday,8
TX00139,2026-01-02,Senopati,106,Roti Bakar Bandung,Snack,1,18000,Dine-in,18000,January,Friday,8
TX00140,2026-01-02,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Friday,8
TX00141,2026-01-02,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Friday,8
TX00141,2026-01-02,Senopati,108,Kentang Goreng,Snack,2,20000,Takeaway,40000,January,Friday,8
TX00141,2026-01-02,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Friday,8
TX00142,2026-01-02,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in,44000,January,Friday,8
TX00143,2026-01-02,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Friday,8
TX00144,2026-01-02,Sudirman,105,Croissant Cokelat,Bakery,3,25000,Takeaway,75000,January,Friday,8
TX00145,2026-01-02,Sudirman,108,Kentang Goreng,Snack,1,20000,Dine-in,20000,January,Friday,8
TX00146,2026-01-02,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Friday,8
TX00146,2026-01-02,Senopati,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Friday,8
TX00146,2026-01-02,Senopati,102,Americano,Coffee,4,25000,Dine-in,100000,January,Friday,8
TX00147,2026-01-02,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Friday,8
TX00147,2026-01-02,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Friday,8
TX00148,2026-01-02,Senopati,104,Matcha Latte,Non-Coffee,2,28000,Takeaway,56000,January,Friday,8
TX00149,2026-01-02,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Friday,8
TX00149,2026-01-02,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Friday,8
TX00150,2026-01-02,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Friday,8
TX00151,2026-01-02,Sudirman,106,Roti Bakar Bandung,Snack,1,18000,Dine-in,18000,January,Friday,8
TX00152,2026-01-02,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Friday,8
TX00153,2026-01-02,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Friday,8
TX00154,2026-01-02,Sudirman,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Friday,8
