transaction_id,transaction_date,transaction_time,store_location,product_id,product_name,product_category,quantity,unit_price,tipe_order
TX17968,2026-03-17,10:09:56,Sudirman (Office),102,Americano,Coffee,1,25000,Takeaway
TX27847,2026-05-14,21:00:36,Senopati (Hangout),108,Kentang Goreng,Snack,4,20000,Takeaway
TX36742,2026-05-24,21:17:16,Sudirman Office,102,Americano,Coffee,1,25000,Takeaway
TX28747,2026-01-18,20:14:57,Sudirman (Office),103,Café Latte,Coffee,4,30000,Dine-in
TX22420,2026-03-21,07:10:10,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX21629,2026-01-04,19:40:59,Senopati (Hangout),106,Roti Bakar Bandung,Snack,1,18000,Dine-in
TX34970,2026-04-18,18:24:50,Sudirman Office,102,Americano,Coffee,3,25000,Dine-in
TX00893,2026-06-22,16:04:55,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,takeaway
TX10385,2026-05-01,20:31:08,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Takeaway
TX19220,2026-05-26,12:28:21,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX36980,2026-01-15,08:13:56,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX15719,2026-05-11,14:35:14,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX01167,2026-06-10,08:26:20,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX31441,2026-03-29,21:08:22,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX34719,2026-04-22,09:47:52,Sudirman (Office),102,Americano,Coffee,1,25000,Takeaway
TX41894,2026-01-24,21:05:26,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway
TX36995,2026-03-27,10:03:35,sudirman (office),103,Café Latte,Coffee,1,30000,Takeaway
TX17851,2026-06-13,17:30:39,sudirman (office),105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX32082,2026-05-09,20:15:49,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX40532,2026-03-13,07:57:10,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX19685,2026-01-11,18:53:09,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX05789,2026-01-09,15:27:16,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX34810,2026-01-09,20:46:24,Sudirman Office,102,Americano,Coffee,1,25000,DINE IN
TX21826,2026-04-04,16:01:54,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX19503,2026-03-22,18:47:35,Senopati (Hangout),103,Café Latte,Coffee,4,30000,Dine-in
TX33178,2026-04-26,18:33:11,Senopati (Hangout),105,Croissant Cokelat,Bakery,1,25000,Takeaway
TX02824,2026-02-06,08:44:01,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX02114,2026-05-09,15:36:16,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX20631,2026-03-15,18:45:31,sudirman (office),102,Americano,Coffee,1,25000,Takeaway
TX09401,2026-05-15,08:33:37,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX02804,2026-04-05,18:53:00,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,DINE IN
TX02343,2026-02-12,09:58:28,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Dine-in
TX06815,2026-02-05,14:45:21,Gading Serpong (Residential),104,Matcha Latte,Non-Coffee,2,28000,Takeaway
TX00284,2026-03-08,17:45:33,Senopati (Hangout),108,Kentang Goreng,Snack,1,20000,DINE IN
TX42509,2026-05-03,19:57:12,Gading Serpong (Residential),103,Café Latte,Coffee,1,30000,Takeaway
TX06215,2026-06-20,09:36:21,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX20122,2026-05-13,12:07:39,Senopati HANGOUT,101,Es Kopi Susu Gula Aren,Coffee,5,22000,Dine-in
TX43115,2026-01-30,12:16:36,Gading Serpong (Residential),104,Matcha Latte,Non-Coffee,1,28000,Takeaway
TX27149,2026-03-03,08:25:49,Senopati (Hangout),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX10398,2026-02-06,13:33:43,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Dine-in
TX31860,2026-01-05,07:00:13,sudirman (office),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX13989,2026-03-17,07:52:09,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Dine-in
TX32876,2026-05-31,19:14:21,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX20824,2026-04-25,20:41:36,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Takeaway
TX09039,2026-05-29,08:37:54,Sudirman (Office),102,Americano,Coffee,2,25000,Dine-in
TX24934,2026-01-31,18:36:25,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX25563,2026-06-21,18:26:56,Senopati (Hangout),106,Roti Bakar Bandung,Snack,1,18000,Dine-in
TX35147,2026-06-05,20:21:48,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX08634,2026-05-01,07:46:54,Senopati HANGOUT,105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX39099,2026-06-09,07:21:39,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX41212,2026-04-01,08:28:25,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX34428,2026-03-08,20:06:30,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX01587,2026-04-06,13:57:31,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX34723,2026-02-05,11:06:59,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Takeaway
TX15419,2026-03-19,13:06:21,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX11596,2026-06-17,08:12:42,Senopati (Hangout),104,Matcha Latte,Non-Coffee,1,28000,Takeaway
TX39734,2026-04-11,19:06:43,Senopati (Hangout),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX04694,2026-06-15,08:02:21,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX21247,2026-02-14,16:02:23,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX43429,2026-03-01,16:31:41,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX23154,2026-04-27,09:43:52,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,5,22000,Dine-in
TX42602,2026-03-25,12:06:38,Gading Serpong (Residential),103,Café Latte,Coffee,1,30000,Dine-in
TX24384,2026-05-05,08:09:30,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX15024,2026-02-10,08:40:27,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX31848,2026-04-10,09:42:31,Sudirman (Office),105,Croissant Cokelat,Bakery,3,25000,Dine-in
TX33847,2026-02-07,20:09:55,Sudirman (Office),102,Americano,Coffee,1,25000,Takeaway
TX02214,2026-04-01,08:19:09,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX07648,2026-04-24,08:20:09,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,2,10000,Dine-in
TX41706,2026-01-03,20:13:01,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX22208,2026-05-30,19:50:44,sudirman (office),102,Americano,Coffee,2,25000,Dine-in
TX01316,2026-05-02,17:33:12,Senopati (Hangout),102,Americano,Coffee,2,25000,Takeaway
TX04371,2026-04-10,21:11:18,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX27858,2026-05-15,08:54:50,Senopati HANGOUT,104,Matcha Latte,Non-Coffee,2,28000,Dine-in
TX37795,2026-06-24,08:36:40,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Takeaway
TX28406,2026-03-22,18:08:31,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,2,10000,Dine-in
TX23338,2026-06-24,08:26:51,sudirman (office),105,Croissant Cokelat,Bakery,1,25000,Takeaway
TX02188,2026-01-04,16:26:08,sudirman (office),103,Café Latte,Coffee,1,30000,Takeaway
TX34947,2026-01-08,08:54:54,Senopati (Hangout),104,Matcha Latte,Non-Coffee,1,28000,Takeaway
TX36048,2026-02-21,16:55:01,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX10695,2026-01-22,15:59:41,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX03139,2026-01-13,08:12:36,Sudirman (Office),102,Americano,Coffee,1,25000,Dine-in
TX39017,2026-02-24,12:19:47,Gading Serpong (Residential),105,Croissant Cokelat,Bakery,2,25000,Dine-in
TX07809,2026-05-11,14:02:53,Senopati (Hangout),104,Matcha Latte,Non-Coffee,1,28000,Takeaway
TX40484,2026-05-29,12:48:08,Gading Serpong (Residential),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX12317,2026-03-14,16:47:17,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX06656,2026-03-05,16:07:39,Sudirman (Office),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX11232,2026-03-30,10:23:49,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX34173,2026-03-27,08:10:10,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,3,10000,Takeaway
TX24013,2026-06-04,08:08:19,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX07185,2026-04-09,08:32:40,Senopati (Hangout),102,Americano,Coffee,2,25000,Takeaway
TX01485,2026-03-14,21:14:03,Gading Serpong (Residential),105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX40761,2026-01-16,09:04:29,Senopati HANGOUT,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX11027,2026-01-16,19:13:07,Senopati (Hangout),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX33293,2026-05-04,12:45:39,Senopati (Hangout),107,Es Teh Manis,Non-Coffee,5,10000,Dine-in
TX18607,2026-04-18,21:25:01,Senopati (Hangout),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX24808,2026-05-29,12:34:43,sudirman (office),102,Americano,Coffee,1,25000,Takeaway
TX18284,2026-03-23,09:15:35,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX15515,2026-01-30,08:24:30,Gading Serpong (Residential),103,Café Latte,Coffee,2,30000,Takeaway
TX14395,2026-05-27,19:56:28,Senopati HANGOUT,104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX20034,2026-01-27,08:43:09,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway
TX03299,2026-03-25,12:29:22,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX33314,2026-02-23,12:55:47,Senopati (Hangout),103,Café Latte,Coffee,1,30000,DINE IN
TX38733,2026-04-07,21:52:57,Senopati (Hangout),105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX07084,2026-01-09,19:46:07,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX01469,2026-04-20,09:22:19,sudirman (office),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX35974,2026-01-01,07:26:21,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX18168,2026-01-16,08:34:40,sudirman (office),103,Café Latte,Coffee,1,30000,Takeaway
TX31083,2026-06-18,07:03:23,Senopati (Hangout),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX25104,2026-02-06,08:13:15,Sudirman Office,103,Café Latte,Coffee,1,30000,Dine-in
TX01770,2026-01-09,21:43:49,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX06027,2026-04-18,20:03:33,sudirman (office),104,Matcha Latte,Non-Coffee,2,28000,Dine-in
TX40012,2026-03-31,12:51:36,Sudirman (Office),102,Americano,Coffee,1,25000,takeaway
TX27536,2026-01-20,08:31:52,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX17992,2026-06-26,19:15:41,sudirman (office),105,Croissant Cokelat,Bakery,2,25000,Takeaway
TX30056,2026-05-03,19:24:45,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX19866,2026-03-10,07:08:48,Sudirman Office,105,Croissant Cokelat,Bakery,3,25000,Dine-in
TX01342,2026-04-17,08:38:23,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX23095,2026-03-04,13:21:37,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX40303,2026-04-13,13:32:25,Sudirman Office,107,Es Teh Manis,Non-Coffee,3,10000,Dine-in
TX07762,2026-06-26,16:39:40,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX10378,2026-01-31,17:07:15,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway
TX33442,2026-05-06,13:14:35,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX40191,2026-05-01,18:58:00,Sudirman Office,105,Croissant Cokelat,Bakery,2,25000,Takeaway
TX08465,2026-06-04,13:51:30,Sudirman (Office),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX19088,2026-04-11,19:31:01,Senopati HANGOUT,108,Kentang Goreng,Snack,1,20000,Takeaway
